,Ship Mode,Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
2577,Standard Class,Corporate,Georgia,South,Office Supplies,Appliances,6.514890452849711,3,0.0,P
2578,Standard Class,Home Office,Virginia,South,Furniture,Furnishings,4.140273494110501,3,0.0,P
2579,Standard Class,Home Office,Virginia,South,Office Supplies,Storage,6.194242112469319,8,0.0,L
2580,Standard Class,Home Office,Virginia,South,Office Supplies,Paper,2.967332799032293,3,0.0,P
2581,Standard Class,Home Office,Virginia,South,Office Supplies,Paper,2.8142103969306005,2,0.0,P
2582,Standard Class,Home Office,Virginia,South,Technology,Phones,5.045680635839056,13,0.0,L
2583,Standard Class,Home Office,Virginia,South,Furniture,Furnishings,2.519308076505333,3,0.0,P
2584,Standard Class,Home Office,Virginia,South,Technology,Phones,5.236335574192156,2,0.0,P
2585,Standard Class,Corporate,Texas,Central,Office Supplies,Envelopes,1.8882810362186768,2,0.2,P
2586,Standard Class,Consumer,New York,East,Office Supplies,Storage,5.51572449601031,7,0.0,P
2587,Standard Class,Consumer,New York,East,Furniture,Furnishings,3.101442727976105,1,0.0,P
2588,Standard Class,Home Office,California,West,Office Supplies,Storage,1.7884205679625405,1,0.0,P
2589,Standard Class,Home Office,California,West,Technology,Phones,5.5060142296732195,3,0.2,P
2590,Standard Class,Consumer,Illinois,Central,Furniture,Furnishings,2.648724735017395,2,0.6,L
2591,Standard Class,Consumer,Illinois,Central,Furniture,Tables,6.3993766588591985,3,0.5,L
2592,Second Class,Corporate,South Carolina,South,Technology,Phones,4.370712874773608,2,0.0,P
2593,Second Class,Corporate,South Carolina,South,Office Supplies,Binders,5.79252568449059,8,0.0,P
2594,Standard Class,Corporate,Indiana,Central,Office Supplies,Envelopes,5.198276012367811,2,0.0,P
2595,Standard Class,Corporate,Indiana,Central,Office Supplies,Binders,6.8188912778527735,3,0.0,P
2596,Standard Class,Corporate,Indiana,Central,Technology,Phones,6.376675926188878,3,0.0,P
2597,Standard Class,Corporate,Indiana,Central,Office Supplies,Storage,6.273518310300911,2,0.0,P
2598,Standard Class,Corporate,Indiana,Central,Office Supplies,Paper,2.7040421797046714,3,0.0,P
2599,Standard Class,Consumer,New York,East,Office Supplies,Appliances,4.80352912047967,2,0.0,P
2600,Standard Class,Consumer,New York,East,Office Supplies,Supplies,4.809823847988456,7,0.0,P
2601,Same Day,Consumer,New York,East,Office Supplies,Paper,2.7040421797046714,3,0.0,P
2602,Same Day,Consumer,New York,East,Technology,Machines,7.207748754148067,3,0.0,P
2603,Same Day,Consumer,New York,East,Furniture,Bookcases,4.918403039283878,1,0.2,P
2604,Same Day,Consumer,New York,East,Furniture,Furnishings,4.112839144858265,4,0.0,P
2605,Standard Class,Corporate,Florida,South,Office Supplies,Binders,0.15443635330441896,1,0.7,L
2606,Standard Class,Home Office,California,West,Office Supplies,Art,2.8326249356838407,1,0.0,P
2607,Standard Class,Corporate,Texas,Central,Technology,Accessories,3.205668997380919,3,0.2,L
2608,Standard Class,Corporate,Texas,Central,Office Supplies,Labels,0.9242589015233319,1,0.2,P
2609,Standard Class,Corporate,Texas,Central,Furniture,Tables,7.105568714544009,5,0.3,L
2610,Standard Class,Corporate,Texas,Central,Office Supplies,Labels,1.7756300872981714,2,0.2,P
2611,Standard Class,Corporate,Texas,Central,Office Supplies,Paper,2.7534059028230073,3,0.2,P
2612,Standard Class,Corporate,Texas,Central,Furniture,Furnishings,1.807632818384345,3,0.6,L
2613,Standard Class,Corporate,California,West,Furniture,Chairs,3.727330640488189,2,0.2,P
2614,Standard Class,Corporate,California,West,Furniture,Chairs,5.439295959807609,3,0.2,P
2615,Standard Class,Corporate,California,West,Office Supplies,Binders,2.9062451070524546,6,0.2,P
2616,Standard Class,Consumer,California,West,Office Supplies,Labels,1.7544036826842861,2,0.0,P
2617,Standard Class,Consumer,California,West,Office Supplies,Binders,4.801394647951038,13,0.2,P
2618,Standard Class,Corporate,New Mexico,West,Office Supplies,Art,1.4279160358107101,3,0.0,P
2619,Standard Class,Corporate,New Mexico,West,Technology,Phones,4.205289456173828,4,0.2,P
2620,Standard Class,Corporate,New Mexico,West,Office Supplies,Storage,3.619529375979143,3,0.0,P
2621,Standard Class,Corporate,New Mexico,West,Office Supplies,Labels,2.915064370486536,5,0.0,P
2622,Second Class,Corporate,Missouri,Central,Office Supplies,Paper,3.255014871484074,4,0.0,P
2623,First Class,Home Office,New York,East,Technology,Copiers,9.323666200136246,4,0.2,P
2624,First Class,Home Office,New York,East,Technology,Phones,7.783057335778938,8,0.0,P
2625,First Class,Home Office,New York,East,Office Supplies,Envelopes,4.157319361383489,5,0.0,P
2626,First Class,Home Office,New York,East,Technology,Phones,3.9701032165046706,1,0.0,P
2627,First Class,Corporate,Ohio,East,Technology,Accessories,4.108641866922925,4,0.2,P
2628,First Class,Corporate,Ohio,East,Technology,Machines,6.481569472279276,7,0.7,L
2629,First Class,Corporate,Ohio,East,Office Supplies,Binders,2.4176979000945504,10,0.7,L
2630,Standard Class,Consumer,Oklahoma,Central,Office Supplies,Paper,2.7040421797046714,3,0.0,P
2631,Standard Class,Consumer,Washington,West,Furniture,Furnishings,3.687878953780353,2,0.0,P
2632,Standard Class,Consumer,Washington,West,Furniture,Chairs,3.752417474917924,2,0.2,P
2633,Standard Class,Consumer,Washington,West,Furniture,Chairs,5.397981689660982,1,0.2,P
2634,Second Class,Corporate,North Carolina,South,Furniture,Furnishings,1.5949332262312186,2,0.2,P
2635,Second Class,Corporate,North Carolina,South,Office Supplies,Binders,1.9782390361706734,5,0.7,L
2636,Standard Class,Corporate,California,West,Office Supplies,Storage,5.777961872830453,2,0.0,P
2637,Standard Class,Consumer,New York,East,Office Supplies,Paper,2.9465420293632194,4,0.0,P
2638,Standard Class,Consumer,New York,East,Office Supplies,Binders,2.5747473537877896,3,0.2,P
2639,Standard Class,Consumer,New York,East,Office Supplies,Art,4.161068194265009,3,0.0,P
2640,Standard Class,Consumer,New York,East,Furniture,Chairs,6.754883780653259,4,0.1,P
2641,Standard Class,Consumer,Arkansas,South,Technology,Accessories,3.4008639927609177,1,0.0,P
2642,First Class,Consumer,Illinois,Central,Office Supplies,Paper,5.226004704936411,6,0.2,P
2643,Second Class,Home Office,North Carolina,South,Technology,Phones,3.605280430237623,1,0.2,P
2644,Second Class,Home Office,North Carolina,South,Furniture,Furnishings,2.924451071549027,8,0.2,P
2645,Second Class,Consumer,Oklahoma,Central,Furniture,Furnishings,4.055083848268798,3,0.0,P
2646,Second Class,Consumer,Oklahoma,Central,Office Supplies,Binders,3.7567717201568547,3,0.0,P
2647,Second Class,Consumer,Oklahoma,Central,Office Supplies,Paper,2.561867690924129,2,0.0,P
2648,Second Class,Consumer,Oklahoma,Central,Furniture,Furnishings,6.711594398997814,6,0.0,P
2649,Second Class,Consumer,Oklahoma,Central,Technology,Phones,4.652530757347929,3,0.0,P
2650,Standard Class,Corporate,California,West,Furniture,Bookcases,6.051989163924083,5,0.15,P
2651,Second Class,Corporate,Utah,West,Office Supplies,Binders,2.377321439108063,3,0.2,P
2652,Second Class,Corporate,Utah,West,Office Supplies,Binders,2.4667426791603293,3,0.2,P
2653,Second Class,Corporate,Utah,West,Office Supplies,Paper,5.1052179365822035,3,0.0,P
2654,Second Class,Corporate,Utah,West,Furniture,Bookcases,7.164673973982875,3,0.0,P
2655,Second Class,Corporate,Utah,West,Office Supplies,Binders,3.2419671560915986,2,0.2,P
2656,Second Class,Corporate,Utah,West,Office Supplies,Storage,5.567351644627335,2,0.0,P
2657,Second Class,Corporate,Utah,West,Office Supplies,Labels,2.667228206581955,5,0.0,P
2658,Standard Class,Consumer,California,West,Office Supplies,Envelopes,2.3850863145057892,3,0.0,P
2659,Standard Class,Corporate,Arizona,West,Furniture,Chairs,6.784276050780873,4,0.2,P
2660,Standard Class,Corporate,New York,East,Technology,Phones,7.590796566589758,11,0.0,P
2661,Standard Class,Corporate,New York,East,Office Supplies,Envelopes,4.3815265096322,2,0.0,P
2662,First Class,Home Office,Missouri,Central,Office Supplies,Binders,2.1701959049483,2,0.0,P
2663,First Class,Consumer,Tennessee,South,Office Supplies,Labels,1.3822863397223517,1,0.2,P
2664,First Class,Consumer,Tennessee,South,Furniture,Tables,5.915177278935863,3,0.4,L
2665,First Class,Consumer,Tennessee,South,Office Supplies,Binders,1.0086875811401226,2,0.7,L
2666,Same Day,Consumer,Texas,Central,Technology,Accessories,4.375907953665704,3,0.2,P
2667,Same Day,Consumer,Texas,Central,Office Supplies,Paper,3.3446975744226703,1,0.2,P
2668,Standard Class,Home Office,California,West,Furniture,Chairs,3.70828984763376,1,0.2,P
2669,Standard Class,Home Office,California,West,Office Supplies,Appliances,4.663061664403869,4,0.0,P
2670,Second Class,Corporate,Massachusetts,East,Office Supplies,Paper,5.11463488411474,3,0.0,P
2671,Second Class,Corporate,Massachusetts,East,Furniture,Chairs,6.666804109017963,6,0.0,P
2672,Second Class,Corporate,Massachusetts,East,Office Supplies,Paper,3.265759410767051,2,0.0,P
2673,Second Class,Corporate,Massachusetts,East,Office Supplies,Storage,7.1898090421750664,5,0.0,P
2674,Same Day,Consumer,California,West,Office Supplies,Paper,5.11463488411474,3,0.0,P
2675,Standard Class,Consumer,North Carolina,South,Office Supplies,Art,2.1701959049483,5,0.2,P
2676,Standard Class,Consumer,North Carolina,South,Office Supplies,Appliances,3.774690110527047,1,0.2,P
2677,Same Day,Consumer,Colorado,West,Office Supplies,Binders,2.405863442447547,7,0.7,L
2678,Same Day,Consumer,Colorado,West,Office Supplies,Binders,3.2254144017077833,2,0.7,L
2679,Standard Class,Home Office,Michigan,Central,Office Supplies,Binders,2.667228206581955,5,0.0,P
2680,Standard Class,Home Office,Michigan,Central,Technology,Accessories,6.429638829625851,5,0.0,P
2681,Standard Class,Home Office,Michigan,Central,Office Supplies,Binders,4.494462064003669,4,0.0,P
2682,Standard Class,Home Office,Michigan,Central,Technology,Machines,5.860709297430211,3,0.1,P
2683,Standard Class,Home Office,Michigan,Central,Technology,Phones,5.105884866003353,1,0.0,P
2684,Standard Class,Consumer,California,West,Office Supplies,Binders,5.7447708553335115,9,0.2,P
2685,Standard Class,Consumer,North Carolina,South,Office Supplies,Envelopes,4.563848066426154,3,0.2,P
2686,Standard Class,Consumer,North Carolina,South,Office Supplies,Binders,1.1644000292061127,2,0.7,L
2687,First Class,Consumer,Illinois,Central,Office Supplies,Binders,1.3812818192963463,5,0.8,L
2688,First Class,Corporate,California,West,Office Supplies,Paper,2.7536607123542622,5,0.0,P
2689,First Class,Consumer,Illinois,Central,Office Supplies,Art,1.657847051641788,4,0.2,P
2690,Standard Class,Consumer,Pennsylvania,East,Office Supplies,Binders,1.6763486177167273,3,0.7,L
2691,Standard Class,Consumer,Colorado,West,Office Supplies,Paper,2.739548868161581,3,0.2,P
2692,Standard Class,Consumer,Colorado,West,Technology,Phones,4.687450388601819,3,0.2,P
2693,Standard Class,Corporate,Washington,West,Furniture,Furnishings,4.699570861409576,5,0.0,P
2694,Standard Class,Consumer,Florida,South,Furniture,Furnishings,2.733328008286479,1,0.2,P
2695,First Class,Consumer,Ohio,East,Office Supplies,Paper,3.4128624131926584,2,0.2,P
2696,Standard Class,Home Office,Florida,South,Technology,Machines,6.710888450746147,4,0.5,L
2697,Standard Class,Home Office,Florida,South,Technology,Machines,10.027406392254088,6,0.5,L
2698,Standard Class,Home Office,Florida,South,Office Supplies,Paper,3.062268797354235,4,0.2,P
2699,Standard Class,Home Office,Florida,South,Office Supplies,Art,2.081439544342509,3,0.2,P
2700,Standard Class,Home Office,Florida,South,Furniture,Furnishings,3.4264751888464238,2,0.2,P
2701,Standard Class,Home Office,Florida,South,Office Supplies,Fasteners,2.941064872211683,3,0.2,P
2702,Standard Class,Home Office,Florida,South,Furniture,Furnishings,4.806902136301869,3,0.2,P
2703,Standard Class,Consumer,Maryland,East,Office Supplies,Paper,4.756001075690675,3,0.0,P
2704,Second Class,Consumer,New York,East,Technology,Accessories,4.887337077751762,6,0.0,P
2705,Standard Class,Home Office,New Mexico,West,Office Supplies,Supplies,2.8142103969306005,2,0.0,P
2706,Standard Class,Home Office,New Mexico,West,Office Supplies,Paper,2.967332799032293,3,0.0,P
2707,Standard Class,Home Office,New Mexico,West,Office Supplies,Paper,5.258328358331673,4,0.0,P
2708,Standard Class,Consumer,California,West,Furniture,Furnishings,5.42653466434879,7,0.0,P
2709,Standard Class,Consumer,California,West,Technology,Machines,7.560067964943702,3,0.2,P
2710,Standard Class,Consumer,Florida,South,Office Supplies,Binders,2.5516302818309082,2,0.7,L
2711,First Class,Corporate,Ohio,East,Furniture,Furnishings,3.8262036449771553,4,0.2,P
2712,Second Class,Consumer,New York,East,Office Supplies,Art,4.0963425648847736,9,0.0,P
2713,Standard Class,Consumer,North Carolina,South,Technology,Phones,5.711671276076438,3,0.2,P
2714,Standard Class,Home Office,Washington,West,Office Supplies,Art,2.631888840136646,5,0.0,P
2715,Standard Class,Corporate,New York,East,Technology,Phones,4.867380592466203,2,0.0,P
2716,Standard Class,Home Office,Georgia,South,Technology,Accessories,4.276388302650885,2,0.0,P
2717,Standard Class,Consumer,New York,East,Technology,Phones,5.934814827390648,3,0.0,P
2718,Standard Class,Consumer,California,West,Office Supplies,Storage,4.823180585190553,2,0.0,P
2719,Second Class,Consumer,Texas,Central,Furniture,Furnishings,3.177053330014362,3,0.6,L
2720,Second Class,Corporate,North Carolina,South,Office Supplies,Fasteners,2.1253704735682355,3,0.2,P
2721,Second Class,Corporate,North Carolina,South,Office Supplies,Appliances,4.06457240388843,5,0.2,P
2722,Second Class,Consumer,Virginia,South,Office Supplies,Storage,4.396915247167632,5,0.0,P
2723,Standard Class,Consumer,California,West,Office Supplies,Labels,2.670694414558441,5,0.0,P
2724,Standard Class,Consumer,California,West,Office Supplies,Binders,4.5606747861015275,2,0.2,P
2725,Standard Class,Consumer,Pennsylvania,East,Technology,Phones,5.886020694644407,5,0.4,L
2726,Standard Class,Consumer,Pennsylvania,East,Furniture,Tables,5.858938363377386,4,0.4,L
2727,First Class,Consumer,Ohio,East,Office Supplies,Binders,0.4953058121079539,1,0.7,L
2728,First Class,Consumer,Ohio,East,Technology,Phones,6.44565315049659,7,0.4,P
2729,Standard Class,Consumer,Washington,West,Office Supplies,Art,1.891604804197771,3,0.0,P
2730,Standard Class,Consumer,Washington,West,Technology,Accessories,6.684561726417885,4,0.0,P
2731,Standard Class,Consumer,Washington,West,Furniture,Furnishings,4.677769878402435,1,0.0,P
2732,Standard Class,Consumer,New Jersey,East,Technology,Phones,4.303794786404308,2,0.0,P
2733,Standard Class,Consumer,New Jersey,East,Office Supplies,Art,1.7191887763932197,1,0.0,P
2734,Second Class,Consumer,New Mexico,West,Office Supplies,Paper,3.894266283838887,4,0.0,P
2735,Standard Class,Consumer,Delaware,East,Technology,Phones,5.934814827390648,3,0.0,P
2736,Standard Class,Consumer,Delaware,East,Office Supplies,Paper,3.7443141610020367,7,0.0,P
2737,Standard Class,Consumer,Delaware,East,Furniture,Bookcases,5.703682469655868,3,0.0,P
2738,Standard Class,Consumer,Delaware,East,Technology,Phones,4.499587423413026,2,0.0,P
2739,First Class,Corporate,Alabama,South,Office Supplies,Supplies,6.1680195090076,4,0.0,P
2740,First Class,Corporate,Alabama,South,Technology,Accessories,3.2573270112424533,2,0.0,P
2741,Second Class,Consumer,Ohio,East,Office Supplies,Envelopes,3.8441723385199715,5,0.2,P
2742,Standard Class,Consumer,California,West,Furniture,Furnishings,3.5650154668915506,2,0.0,P
2743,Second Class,Corporate,California,West,Furniture,Furnishings,5.55156326167869,6,0.0,P
2744,Second Class,Corporate,California,West,Technology,Phones,4.836091412618108,3,0.2,P
2745,Second Class,Consumer,North Carolina,South,Technology,Accessories,4.381926629673548,1,0.2,P
2746,Standard Class,Consumer,Massachusetts,East,Furniture,Tables,6.551160331843575,3,0.3,L
2747,Standard Class,Home Office,Texas,Central,Technology,Accessories,3.302039810128937,4,0.2,L
2748,Standard Class,Consumer,Florida,South,Office Supplies,Binders,2.1072998698082324,3,0.7,L
2749,Standard Class,Consumer,Washington,West,Furniture,Chairs,6.372554992074491,3,0.2,P
2750,Second Class,Consumer,California,West,Office Supplies,Storage,6.048033898595876,11,0.0,P
2751,Standard Class,Consumer,California,West,Furniture,Chairs,5.417415093174956,2,0.2,P
2752,Standard Class,Consumer,California,West,Office Supplies,Art,1.715598108262491,2,0.0,P
2753,Standard Class,Consumer,California,West,Technology,Accessories,5.778797178461647,3,0.0,P
2754,Standard Class,Consumer,California,West,Technology,Phones,6.664357998640659,5,0.2,P
2755,Standard Class,Consumer,California,West,Office Supplies,Appliances,7.277696831021255,5,0.0,P
2756,Standard Class,Consumer,California,West,Office Supplies,Paper,2.481567748522486,2,0.0,P
2757,Second Class,Consumer,New York,East,Technology,Accessories,5.4805139155288405,3,0.0,P
2758,Standard Class,Home Office,Georgia,South,Furniture,Furnishings,4.342765920720579,4,0.0,P
2759,Standard Class,Home Office,Georgia,South,Office Supplies,Storage,6.1765323295699615,4,0.0,P
2760,First Class,Home Office,Utah,West,Office Supplies,Paper,3.879499813722586,5,0.0,P
2761,First Class,Home Office,California,West,Technology,Accessories,-0.01005033585350145,1,0.0,P
2762,First Class,Home Office,California,West,Office Supplies,Binders,4.623402954249151,5,0.2,P
2763,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Binders,2.335245875233594,3,0.7,L
2764,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Binders,3.4389747459961852,5,0.7,L
2765,Standard Class,Home Office,Pennsylvania,East,Office Supplies,Storage,2.189192405638955,2,0.2,P
2766,First Class,Consumer,Pennsylvania,East,Office Supplies,Appliances,3.5375913399001546,1,0.2,P
